LocalTime;T;Po;P;Pa;U;DD
24.09.2012 06:00;15.2;762.7;764;;84;Ветер
24.09.2012 03:00;15.6;762.9;764.2;;88;Ветер
24.09.2012 00:00;17.2;763;764.4;;87;Ветер
23.09.2012 21:00;18;763.4;764.7;;94;Ветер
23.09.2012 18:00;20.8;762.6;764;;68;Ветер
23.09.2012 15:00;22.2;762;763.3;;66;Ветер
23.09.2012 12:00;20.8;761;762.4;;66;Ветер
23.09.2012 09:00;17;761;762.3;;94;Ветер
23.09.2012 06:00;17.2;758.9;760.3;;94;Ветер
23.09.2012 03:00;18.2;758.6;759.9;;96;Ветер
23.09.2012 00:00;18.6;758.8;760.2;;96;Ветер
22.09.2012 21:00;19.4;759;760.4;;94;Ветер
22.09.2012 18:00;20.4;758.7;760;;95;Штиль
22.09.2012 15:00;23;758;759.2;;74;Штиль
22.09.2012 12:00;21;758.2;759.6;;83;Ветер
22.09.2012 09:00;23.6;756.4;757.6;;73;Ветер
22.09.2012 06:00;19.9;756.4;757.8;;89;Штиль
22.09.2012 03:00;20.8;756.5;757.9;;89;Ветер
22.09.2012 00:00;22.3;757.3;758.6;;85;Ветер
21.09.2012 21:00;23.4;757;758.2;;83;Ветер
21.09.2012 18:00;24.6;757;758.2;;77;Ветер
21.09.2012 15:00;26;756.8;758;;66;Ветер
21.09.2012 12:00;26.2;757.4;758.7;;67;Ветер
21.09.2012 09:00;25.1;757.7;759;;63;Ветер
21.09.2012 06:00;21.6;758;759.2;;79;Ветер
21.09.2012 03:00;21.6;757.9;759.2;;78;Ветер
21.09.2012 00:00;21.6;757.7;759;;79;Ветер
20.09.2012 21:00;22.9;757.4;758.7;;78;Штиль
20.09.2012 18:00;25.9;756.7;758;;62;Штиль
20.09.2012 15:00;26;756.7;758;;60;Ветер
20.09.2012 12:00;28.2;756.4;757.7;;46;Ветер
20.09.2012 09:00;24.4;756.6;757.9;;65;Штиль
20.09.2012 06:00;19.8;755.8;757.1;;77;Ветер
20.09.2012 03:00;21;755.3;756.6;;74;Ветер
20.09.2012 00:00;21;755.5;756.8;;76;Ветер
19.09.2012 21:00;22.2;755.2;756.5;;71;Штиль
19.09.2012 18:00;26.6;755.1;756.4;;58;Ветер
19.09.2012 15:00;26.2;755.5;756.8;;69;Ветер
19.09.2012 12:00;25.8;756.2;757.5;;72;Ветер
19.09.2012 09:00;24.5;756.8;758;;64;Ветер
19.09.2012 06:00;19;756.8;758.2;;88;Ветер
19.09.2012 03:00;19.8;757.3;758.6;;90;Ветер
19.09.2012 00:00;20.8;757.5;758.8;;91;Ветер
18.09.2012 21:00;22;757.3;758.6;;90;Ветер
18.09.2012 18:00;24.4;756.9;758.2;;80;Ветер
18.09.2012 15:00;26.2;757.6;758.9;;70;Ветер
18.09.2012 12:00;25.8;758.2;759.5;;69;Ветер
18.09.2012 09:00;24.6;758.7;760;;65;Ветер
18.09.2012 06:00;19.6;758.3;759.7;;87;Ветер
18.09.2012 03:00;20.8;758.1;759.4;;89;Ветер
18.09.2012 00:00;21.6;758;759.3;;91;Ветер
17.09.2012 21:00;22.7;757.2;758.5;;88;Ветер
17.09.2012 18:00;24.8;756.4;757.7;;81;Ветер
17.09.2012 15:00;25.9;757;758.2;;77;Ветер
17.09.2012 12:00;26.2;757.8;759.1;;72;Ветер
17.09.2012 09:00;25;758.1;759.4;;63;Ветер
17.09.2012 06:00;19.2;758;759.3;;73;Ветер
17.09.2012 03:00;21.1;757.6;759;;68;Ветер
17.09.2012 00:00;21.6;757.4;758.6;;69;Ветер
16.09.2012 21:00;21.6;757.4;758.6;;84;Ветер
16.09.2012 18:00;25;757.1;758.4;;71;Ветер
16.09.2012 15:00;26.2;757.6;758.8;;63;Ветер
16.09.2012 12:00;26.4;758.3;759.6;;61;Ветер
16.09.2012 09:00;24.9;758.8;760;;54;Ветер
16.09.2012 06:00;17.8;758.6;760;;88;Ветер
16.09.2012 03:00;18.7;758.6;760;;87;Ветер
16.09.2012 00:00;20.4;758.8;760.1;;87;Ветер
15.09.2012 21:00;21.4;758.6;759.9;;89;Штиль
15.09.2012 18:00;24;758.7;760;;78;Ветер
15.09.2012 15:00;26;759.1;760.4;;65;Ветер
15.09.2012 12:00;26;759.5;760.8;;58;Ветер
15.09.2012 09:00;23.8;759.8;761.1;;60;Ветер
15.09.2012 06:00;18.6;760.1;761.5;;87;Ветер
15.09.2012 03:00;18.7;759.9;761.2;;84;Ветер
15.09.2012 00:00;19.7;760;761.4;;82;Ветер
14.09.2012 21:00;20.8;759.5;760.9;;78;Ветер
14.09.2012 18:00;25;758.8;760;;68;Ветер
14.09.2012 15:00;25.6;759;760.3;;66;Ветер
14.09.2012 12:00;;758.6;759.8;;;
14.09.2012 09:00;23.4;759.4;760.7;;69;Ветер
14.09.2012 06:00;19.6;758.6;759.9;;72;Ветер
14.09.2012 03:00;20.6;757.3;758.6;;69;Ветер
14.09.2012 00:00;20.1;756.2;757.5;;89;Штиль
13.09.2012 21:00;22.9;755.2;756.4;;83;Ветер
13.09.2012 18:00;24.3;754.5;755.8;;77;Ветер
13.09.2012 15:00;25.6;755;756.3;;67;Ветер
13.09.2012 12:00;25.3;755.8;757.1;;60;Ветер
13.09.2012 09:00;24.4;756.3;757.6;;59;Ветер
13.09.2012 06:00;18.2;756.2;757.6;;72;Ветер
13.09.2012 03:00;18.6;756.4;757.8;;75;Ветер
13.09.2012 00:00;18.8;757.3;758.6;;69;Ветер
12.09.2012 21:00;19.8;757.3;758.6;;78;Штиль
12.09.2012 18:00;24.1;757;758.3;;65;Ветер
12.09.2012 15:00;25.1;757.6;758.8;;57;Ветер
12.09.2012 12:00;24.8;759;760.3;;58;Ветер
12.09.2012 09:00;22.5;759.6;760.9;;58;Ветер
12.09.2012 06:00;16.4;760;761.3;;85;Ветер
12.09.2012 03:00;17.2;760.8;762.2;;79;Ветер
12.09.2012 00:00;18;761.5;762.8;;78;Ветер
11.09.2012 21:00;19.5;761.5;762.8;;73;Ветер
11.09.2012 18:00;14.7;761.8;763.1;;88;Ветер
11.09.2012 15:00;24.2;762.4;763.7;;50;Ветер
11.09.2012 12:00;24;763.2;764.5;;57;Ветер
11.09.2012 09:00;22.2;763.6;764.9;;52;Ветер
11.09.2012 06:00;18;763.3;764.6;;64;Ветер
11.09.2012 03:00;18;763;764.4;;67;Ветер
11.09.2012 00:00;18.6;762.8;764.2;;69;Ветер
10.09.2012 21:00;20.3;762.4;763.8;;68;Ветер
10.09.2012 18:00;24.1;761.8;763;;52;Ветер
10.09.2012 15:00;24.8;761.6;762.9;;45;Ветер
10.09.2012 12:00;23.8;761.6;762.8;;52;Ветер
10.09.2012 09:00;21.4;761.2;762.5;;56;Ветер
10.09.2012 06:00;15.8;760.5;761.8;;82;Ветер
10.09.2012 03:00;16.4;760.4;761.7;;81;Ветер
10.09.2012 00:00;16.3;760;761.4;;78;Ветер
09.09.2012 21:00;19.1;760;761.3;;66;Ветер
09.09.2012 18:00;23;759;760.3;;54;Ветер
09.09.2012 15:00;24.4;759.2;760.5;;46;Ветер
09.09.2012 12:00;24.2;759.6;760.9;;57;Ветер
09.09.2012 09:00;21.4;759.6;761;;57;Ветер
09.09.2012 06:00;16.8;759.1;760.4;;70;Ветер
09.09.2012 03:00;17;759.2;760.5;;74;Штиль
09.09.2012 00:00;18;759.4;760.7;;71;Ветер
08.09.2012 21:00;19.4;759.3;760.6;;73;Ветер
08.09.2012 18:00;24;758.7;760;;56;Ветер
08.09.2012 15:00;25.4;758.6;759.9;;44;Ветер
08.09.2012 12:00;24.6;759.3;760.6;;57;Ветер
08.09.2012 09:00;23;759.4;760.6;;63;Ветер
08.09.2012 06:00;19.2;758.8;760.2;;81;Ветер
08.09.2012 03:00;19;758.9;760.3;;85;Ветер
08.09.2012 00:00;20.6;759.2;760.6;;78;Ветер
07.09.2012 21:00;21.3;758.9;760.3;;79;Ветер
07.09.2012 18:00;25;758.2;759.5;;57;Ветер
07.09.2012 15:00;25.8;758.1;759.4;;62;Ветер
07.09.2012 12:00;25;757.6;758.8;;68;Ветер
07.09.2012 09:00;23.8;757.4;758.7;;66;Ветер
07.09.2012 06:00;18.8;756.8;758.1;;88;Ветер
07.09.2012 03:00;19.3;756.8;758.2;;89;Ветер
07.09.2012 00:00;20;757;758.4;;89;Ветер
06.09.2012 21:00;22;757.6;758.8;;81;Ветер
06.09.2012 18:00;25.1;757.6;758.9;;65;Ветер
06.09.2012 15:00;26;758;759.2;;63;Ветер
06.09.2012 12:00;26;758.9;760.4;;63;Ветер
06.09.2012 09:00;24.2;759.4;760.7;;63;Ветер
06.09.2012 06:00;19.2;759.4;760.8;;75;Ветер
06.09.2012 03:00;19.6;759.4;760.7;;76;Ветер
06.09.2012 00:00;20;759.6;761;;79;Ветер
05.09.2012 21:00;21.1;759.8;761.2;;83;Штиль
05.09.2012 18:00;25.4;759.2;760.5;;65;Ветер
05.09.2012 15:00;26.4;759.5;760.8;;62;Ветер
05.09.2012 12:00;26.1;759.6;760.9;;68;Ветер
05.09.2012 09:00;25;759.5;760.8;;70;Ветер
05.09.2012 06:00;20.4;759.1;760.4;;87;Ветер
05.09.2012 03:00;20;759.1;760.4;;92;Ветер
05.09.2012 00:00;20.8;759;760.4;;89;Ветер
04.09.2012 21:00;22.6;759.2;760.4;;84;Ветер
04.09.2012 18:00;25.6;759.2;760.5;;64;Ветер
04.09.2012 15:00;27.2;759.7;761;;64;Ветер
04.09.2012 12:00;26.8;760.2;761.5;;67;Ветер
04.09.2012 09:00;25.2;760.6;761.9;;67;Ветер
04.09.2012 06:00;20.4;760.6;762;;79;Ветер
04.09.2012 03:00;20.8;760.6;761.9;;80;Ветер
04.09.2012 00:00;21.6;760.7;762;;78;Ветер
03.09.2012 21:00;23.2;760.7;762;;79;Ветер
03.09.2012 18:00;25.9;760.2;761.5;;68;Ветер
03.09.2012 15:00;26.2;760.9;762.2;;67;Ветер
03.09.2012 12:00;25.6;762;763.3;;66;Ветер
03.09.2012 09:00;25;762.9;764.2;;66;Ветер
03.09.2012 06:00;20;763.1;764.5;;84;Ветер
03.09.2012 03:00;21.7;763.3;764.6;;85;Ветер
03.09.2012 00:00;23;763.6;764.9;;78;Ветер
02.09.2012 21:00;24;763.5;764.8;;75;Штиль
02.09.2012 18:00;25;763;764.3;;68;Ветер
02.09.2012 15:00;26;763;764.3;;66;Ветер
02.09.2012 12:00;25.7;763.1;764.4;;64;Ветер
02.09.2012 09:00;24.6;762.9;764.2;;65;Ветер
02.09.2012 03:00;22;762.2;763.4;;80;Ветер
02.09.2012 00:00;22.6;761.9;763.2;;79;Ветер
01.09.2012 21:00;24.2;762;763.3;;67;Ветер
01.09.2012 18:00;24.6;761.1;762.4;;66;Ветер
01.09.2012 15:00;25.7;761;762.2;;61;Ветер
01.09.2012 12:00;26;761.1;762.4;;66;Ветер
01.09.2012 09:00;24.2;760.9;762.2;;60;Ветер
01.09.2012 06:00;19;760.2;761.6;;79;Ветер
01.09.2012 03:00;19.6;760;761.4;;76;Ветер
01.09.2012 00:00;20.7;760;761.3;;70;Ветер
31.08.2012 21:00;21.6;760.4;761.7;;67;Ветер
31.08.2012 18:00;24.6;759.4;760.7;;55;Ветер
31.08.2012 15:00;25;759.7;761;;49;Ветер
31.08.2012 12:00;24.8;759.9;761.2;;51;Ветер
31.08.2012 09:00;22.8;760.4;761.7;;56;Ветер
31.08.2012 06:00;16.1;760.3;761.6;;82;Ветер
31.08.2012 03:00;16.7;760.6;762;;85;Штиль
31.08.2012 00:00;17.7;761.8;763.2;;83;Ветер
30.08.2012 21:00;20.1;761.8;763.1;;70;Ветер
30.08.2012 18:00;23.6;761.3;762.6;;54;Ветер
30.08.2012 15:00;24.8;761.7;763;;49;Ветер
30.08.2012 12:00;23.8;762.1;763.4;;61;Ветер
30.08.2012 09:00;21.8;762.2;763.4;;55;Ветер
30.08.2012 06:00;17;762.1;763.4;;72;Ветер
30.08.2012 03:00;16.8;761.9;763.3;;81;Ветер
30.08.2012 00:00;17.6;761.9;763.3;;82;Ветер
29.08.2012 21:00;20;761.8;763.2;;73;Ветер
29.08.2012 18:00;23.3;760.4;761.7;;53;Ветер
29.08.2012 15:00;23.9;759.6;760.9;;56;Ветер
29.08.2012 12:00;23.4;758.2;759.6;;67;Ветер
29.08.2012 09:00;22.8;756.8;758;;79;Ветер
29.08.2012 06:00;21.4;755.2;756.4;;86;Ветер
29.08.2012 03:00;22.1;754.7;756;;93;Ветер
29.08.2012 00:00;23.8;754.1;755.4;;85;Ветер
28.08.2012 21:00;25.7;753.7;755;;83;Ветер
28.08.2012 18:00;26;753;754.3;;79;Ветер
28.08.2012 15:00;27.4;752.4;753.7;;72;Ветер
28.08.2012 12:00;28;752.2;753.5;;77;Ветер
28.08.2012 09:00;27;751.5;752.8;;71;Ветер
28.08.2012 06:00;22.4;751.4;752.7;;84;Ветер
28.08.2012 03:00;22.6;751;752.3;;87;Ветер
28.08.2012 00:00;23;750.6;751.9;;84;Ветер
27.08.2012 21:00;24.8;750.2;751.4;;74;Ветер
27.08.2012 18:00;29;750;751.3;;52;Ветер
27.08.2012 15:00;30;751;752.3;;48;Ветер
27.08.2012 12:00;28.2;752;753.2;;69;Ветер
27.08.2012 09:00;27.4;753.3;754.6;;64;Ветер
27.08.2012 06:00;21.2;753.7;755;;81;Ветер
27.08.2012 03:00;22;754.5;755.8;;83;Ветер
27.08.2012 00:00;22;755.2;756.4;;85;Ветер
26.08.2012 21:00;24.6;755.1;756.4;;89;Ветер
26.08.2012 18:00;26.5;755.2;756.5;;80;Ветер
26.08.2012 15:00;27.5;756.5;757.8;;72;Ветер
26.08.2012 12:00;26.8;757.7;759;;71;Ветер
26.08.2012 09:00;26.4;758.4;759.7;;62;Ветер
26.08.2012 06:00;20.3;758.6;759.9;;89;Ветер
26.08.2012 03:00;21.1;758.8;760.1;;86;Ветер
26.08.2012 00:00;21.2;758.8;760.1;;84;Ветер
25.08.2012 21:00;24.3;758.7;760;;73;Штиль
25.08.2012 18:00;26.4;758.3;759.6;;60;Ветер
25.08.2012 15:00;26.8;759.2;760.4;;64;Ветер
25.08.2012 12:00;26.2;760.1;761.4;;67;Ветер
25.08.2012 09:00;25.6;760.4;761.6;;67;Ветер
25.08.2012 06:00;20;760.4;761.7;;80;Ветер
25.08.2012 03:00;21;760.2;761.6;;81;Ветер
25.08.2012 00:00;21.4;760.1;761.4;;83;Ветер
24.08.2012 21:00;23.7;759.6;760.9;;78;Штиль
24.08.2012 18:00;25.8;759.4;760.6;;64;Ветер
24.08.2012 15:00;26.6;759.8;761.1;;58;Ветер
24.08.2012 12:00;25.6;760.3;761.6;;66;Ветер
24.08.2012 09:00;24.8;760.4;761.7;;62;Штиль
24.08.2012 06:00;19.4;760.5;761.8;;83;Ветер
24.08.2012 03:00;20.2;760.8;762.2;;87;Ветер
24.08.2012 00:00;20.8;761;762.2;;89;Ветер
23.08.2012 21:00;22.8;761.3;762.6;;81;Ветер
23.08.2012 18:00;25.8;761.3;762.6;;63;Ветер
23.08.2012 15:00;26;761.8;763;;66;Ветер
23.08.2012 12:00;25.5;762.2;763.4;;63;Ветер
23.08.2012 09:00;24.5;762.1;763.4;;55;Ветер
23.08.2012 06:00;18.2;761.7;763;;80;Ветер
23.08.2012 03:00;18.7;761.4;762.8;;86;Ветер
23.08.2012 00:00;19.8;761.6;762.9;;90;Ветер
22.08.2012 21:00;21.9;761.5;762.8;;84;Ветер
22.08.2012 18:00;24.2;760.9;762.2;;71;Ветер
22.08.2012 15:00;25.4;761;762.2;;62;Ветер
22.08.2012 12:00;23.6;761;762.2;;70;Ветер
22.08.2012 09:00;20.8;760.6;761.9;;87;Ветер
22.08.2012 06:00;18.4;760.5;761.8;;94;Ветер
22.08.2012 03:00;19.2;760.6;761.9;;90;Ветер
22.08.2012 00:00;20.6;761;762.3;;89;Ветер
21.08.2012 21:00;22.2;761.6;762.8;;78;Ветер
21.08.2012 18:00;24;761;762.3;;67;Ветер
21.08.2012 15:00;24.3;761.2;762.4;;68;Ветер
21.08.2012 12:00;25;761.4;762.7;;63;Ветер
21.08.2012 09:00;23.1;761.2;762.5;;58;Ветер
21.08.2012 06:00;17.1;761;762.3;;76;Ветер
21.08.2012 03:00;17.2;761;762.3;;79;Ветер
21.08.2012 00:00;18.2;761.2;762.5;;82;Ветер
20.08.2012 21:00;19.4;761;762.3;;82;Ветер
20.08.2012 18:00;22.4;760.2;761.5;;66;Ветер
20.08.2012 15:00;24.5;760;761.2;;69;Ветер
20.08.2012 12:00;23.4;760.2;761.5;;76;Ветер
20.08.2012 09:00;23;759.9;761.2;;65;Ветер
20.08.2012 06:00;18.6;759.3;760.6;;87;Ветер
20.08.2012 03:00;18.8;758.5;759.8;;90;Ветер
20.08.2012 00:00;21;759.2;760.4;;86;Ветер
19.08.2012 21:00;22.4;759.3;760.6;;88;Ветер
19.08.2012 18:00;25.6;758.7;760;;64;Ветер
19.08.2012 15:00;27.2;758.7;760;;56;Ветер
19.08.2012 12:00;27;758.6;759.2;;62;Ветер
19.08.2012 09:00;24.5;758.8;760;;66;Ветер
19.08.2012 06:00;20.4;758.8;760.2;;74;Ветер
19.08.2012 03:00;20.6;759.1;760.4;;78;Ветер
19.08.2012 00:00;20.4;759.6;761;;81;Штиль
18.08.2012 21:00;23.8;759.5;760.8;;70;Ветер
18.08.2012 18:00;26.2;758.7;760;;58;Ветер
18.08.2012 15:00;27.2;758.9;760.2;;53;Ветер
18.08.2012 12:00;26.6;759.2;760.5;;57;Ветер
18.08.2012 09:00;24.2;759.7;761;;56;Ветер
18.08.2012 06:00;19.2;759.7;761;;79;Ветер
18.08.2012 03:00;19.3;760;761.3;;83;Ветер
18.08.2012 00:00;20;760.2;761.6;;85;Ветер
17.08.2012 21:00;24.5;760.1;761.4;;66;Ветер
17.08.2012 18:00;25.6;759.2;760.4;;69;Ветер
17.08.2012 15:00;26.4;758.9;760.2;;68;Ветер
17.08.2012 12:00;26.7;758.4;759.7;;63;Ветер
17.08.2012 09:00;24.2;757.7;759;;67;Ветер
17.08.2012 06:00;19.8;757.5;758.8;;88;Ветер
17.08.2012 03:00;20.2;757.6;758.8;;;Ветер
17.08.2012 00:00;20.8;757.6;758.9;;92;Ветер
16.08.2012 21:00;21.6;757.8;759.1;;87;Ветер
16.08.2012 18:00;24;757.1;758.4;;71;Ветер
16.08.2012 15:00;22.4;757.4;758.6;;77;Ветер
16.08.2012 12:00;22.3;757;758.3;;88;Ветер
16.08.2012 09:00;21.8;756.9;758.2;;95;Ветер
16.08.2012 06:00;22.7;756.3;757.6;;87;Ветер
16.08.2012 03:00;22.7;756.4;757.6;;91;Ветер
16.08.2012 00:00;25.2;756.5;757;;71;Ветер
15.08.2012 21:00;25.6;756.8;758;;67;Ветер
15.08.2012 18:00;26.3;756.5;757.8;;65;Ветер
15.08.2012 15:00;27.2;756.7;758;;51;Ветер
15.08.2012 12:00;26.6;757.5;758.8;;67;Ветер
15.08.2012 09:00;25.8;757.6;758.8;;67;Ветер
15.08.2012 06:00;23.4;757.7;759;;84;Ветер
15.08.2012 03:00;24.7;757.4;758.7;;76;Ветер
15.08.2012 00:00;25.6;757;758.3;;72;Ветер
14.08.2012 21:00;26.1;756.5;757.8;;70;Ветер
14.08.2012 18:00;27.2;755.9;757.2;;64;Ветер
14.08.2012 15:00;28;756.2;757.4;;63;Ветер
14.08.2012 12:00;28.6;756.5;757.8;;56;Ветер
14.08.2012 09:00;27.2;756.9;758.2;;64;Ветер
14.08.2012 06:00;21.4;757.4;758.6;;92;Ветер
14.08.2012 03:00;22.6;757.4;758.7;;87;Ветер
14.08.2012 00:00;25.5;757.5;758.8;;73;Ветер
13.08.2012 21:00;26.4;757.3;758.6;;74;Ветер
13.08.2012 18:00;28;756.4;757.7;;63;Ветер
13.08.2012 15:00;29.2;755.7;757;;61;Ветер
13.08.2012 12:00;30;755.3;756.6;;62;Ветер
13.08.2012 09:00;27.6;754.6;755.9;;72;Ветер
13.08.2012 06:00;23;752.5;753.8;;93;Ветер
13.08.2012 03:00;24;753.1;754.4;;83;Ветер
13.08.2012 00:00;24.5;752.2;753.5;;83;Ветер
12.08.2012 21:00;26.3;752.3;753.6;;77;Ветер
12.08.2012 18:00;29.3;752.3;753.6;;64;Ветер
12.08.2012 15:00;30.3;753.7;755;;63;Ветер
12.08.2012 12:00;29.2;754.2;755.5;;68;Ветер
12.08.2012 09:00;27.1;755;756.2;;81;Ветер
12.08.2012 06:00;24.5;755;756.2;;88;Ветер
12.08.2012 03:00;24.6;755.4;756.7;;93;Ветер
12.08.2012 00:00;25.9;755.6;756.9;;82;Ветер
11.08.2012 21:00;27;755.4;756.7;;78;Ветер
11.08.2012 18:00;28.3;755.2;756.5;;68;Ветер
11.08.2012 15:00;28.7;755.8;757;;67;Ветер
11.08.2012 12:00;28.5;756.4;757.6;;66;Ветер
11.08.2012 09:00;24.7;756.9;758.2;;78;Ветер
11.08.2012 06:00;21.8;756.8;758;;87;Ветер
11.08.2012 03:00;23.2;756.5;757.8;;76;Ветер
11.08.2012 00:00;24.2;756.7;758;;;Ветер
10.08.2012 21:00;25.6;757.3;758.6;;81;Ветер
10.08.2012 18:00;27.4;756.4;757.6;;71;Ветер
10.08.2012 15:00;28;756.8;758.1;;68;Ветер
10.08.2012 12:00;27.2;756.8;758.1;;68;Ветер
10.08.2012 09:00;26;756.8;758;;76;Ветер
10.08.2012 06:00;22.8;756.5;757.8;;92;Ветер
10.08.2012 03:00;24.5;756.1;757.4;;81;Ветер
10.08.2012 00:00;24.6;756.1;757.4;;82;Ветер
09.08.2012 21:00;26;756.2;757.5;;81;Ветер
09.08.2012 18:00;28.8;755.6;756.9;;71;Ветер
09.08.2012 15:00;27.6;756.3;757.6;;69;Ветер
09.08.2012 12:00;29.1;756.5;757.8;;73;Ветер
09.08.2012 09:00;27.6;756.5;757.8;;69;Ветер
09.08.2012 06:00;22.7;755.9;757.2;;83;Штиль
09.08.2012 03:00;22.5;756.1;757.4;;88;Ветер
09.08.2012 00:00;21.3;757;758.3;;95;Ветер
08.08.2012 21:00;27.7;756;757.3;;81;Штиль
08.08.2012 18:00;29;754.9;756.2;;77;Ветер
08.08.2012 15:00;29.1;755.5;756;;72;Ветер
08.08.2012 12:00;29.4;755.6;756.9;;71;Ветер
08.08.2012 09:00;25.8;755.4;756.7;;66;Ветер
08.08.2012 06:00;24;754.9;756.2;;71;Ветер
08.08.2012 03:00;24.5;754.6;755.9;;76;Ветер
08.08.2012 00:00;25.8;754.9;756.2;;74;Ветер
07.08.2012 21:00;27.3;755.1;756.4;;79;Штиль
07.08.2012 18:00;28.3;753.9;755.2;;78;Ветер
07.08.2012 15:00;29.2;754.1;755.4;;68;Ветер
07.08.2012 12:00;29.3;754.5;755.8;;64;Ветер
07.08.2012 09:00;28.4;754.6;755.9;;66;Штиль
07.08.2012 06:00;23.4;755;756.2;;80;Ветер
07.08.2012 03:00;24.4;754.5;755.8;;80;Ветер
07.08.2012 00:00;26.2;754.4;755.7;;74;Ветер
06.08.2012 21:00;26.4;754;755.2;;83;Ветер
06.08.2012 18:00;28.2;753.4;754.6;;73;Ветер
06.08.2012 15:00;27.8;754.4;755.7;;67;Ветер
06.08.2012 12:00;27.6;754.6;755.9;;72;Ветер
06.08.2012 09:00;23.7;755;756.2;;85;Ветер
06.08.2012 06:00;23.2;755.4;756.7;;86;Ветер
06.08.2012 03:00;22.8;755;756.2;;93;Ветер
06.08.2012 00:00;26.8;754.4;755.7;;62;Ветер
05.08.2012 21:00;28.8;754;755.3;;50;Ветер
05.08.2012 18:00;29.8;754.2;755.5;;69;Ветер
05.08.2012 15:00;30.6;754.2;755.5;;66;Ветер
05.08.2012 12:00;29.8;754.6;755.9;;66;Ветер
05.08.2012 09:00;28.3;755;756.2;;67;Ветер
05.08.2012 06:00;23;755;756.2;;87;Ветер
05.08.2012 03:00;25.6;754.6;755.8;;75;Ветер
05.08.2012 00:00;26.5;755;756.2;;86;Штиль
04.08.2012 21:00;27.8;754.4;755.7;;87;Штиль
04.08.2012 18:00;29.6;754.4;755.6;;75;Ветер
04.08.2012 15:00;31;755.2;756.5;;65;Ветер
04.08.2012 12:00;29.6;755.5;756.8;;70;Ветер
04.08.2012 09:00;29.8;756;757.3;;59;Ветер
04.08.2012 06:00;24.1;755.9;757.2;;67;Ветер
04.08.2012 03:00;25.1;755.8;757.1;;64;Ветер
04.08.2012 00:00;25.9;756;757.3;;77;Ветер
03.08.2012 21:00;27.5;755.2;756.4;;85;Ветер
03.08.2012 18:00;29.2;754;755.3;;76;Ветер
03.08.2012 15:00;31.2;755;756.2;;54;Ветер
03.08.2012 12:00;29.7;755.8;757.1;;68;Ветер
03.08.2012 09:00;28.7;756.3;757.6;;61;Ветер
03.08.2012 06:00;23.3;756.5;757.8;;86;Штиль
03.08.2012 03:00;23.4;756.7;758;;88;Штиль
03.08.2012 00:00;25;756.7;758;;83;Ветер
02.08.2012 21:00;27.4;756.4;757.7;;77;Ветер
02.08.2012 18:00;29.2;756.1;757.4;;71;Ветер
02.08.2012 15:00;29.7;756.6;757.9;;69;Ветер
02.08.2012 12:00;29.5;756.8;758.1;;64;Ветер
02.08.2012 09:00;28.7;756.7;758;;55;Ветер
02.08.2012 06:00;23;756.3;757.6;;69;Ветер
02.08.2012 03:00;23.3;755.9;757.2;;69;Ветер
02.08.2012 00:00;23.9;755.8;757;;71;Ветер
01.08.2012 21:00;25.6;755.3;756.6;;65;Ветер
01.08.2012 18:00;28.4;754.6;755.8;;65;Штиль
01.08.2012 15:00;29.3;754.7;756;;61;Ветер
01.08.2012 12:00;29.1;754.5;755;;65;Ветер
01.08.2012 09:00;28.6;753.7;755;;65;Штиль
01.08.2012 06:00;24.3;753.8;755;;76;Ветер
01.08.2012 03:00;24.3;753.5;754.8;;76;Ветер
01.08.2012 00:00;24.8;753.4;754.6;;78;Ветер
31.07.2012 21:00;26.4;753.3;754.6;;76;Ветер
31.07.2012 18:00;29.3;752.3;753.6;;64;Ветер
31.07.2012 15:00;30.6;752.9;754.2;;58;Ветер
31.07.2012 12:00;29.8;754;755.2;;52;Ветер
31.07.2012 09:00;28.6;753.8;755.1;;51;Ветер
31.07.2012 06:00;22.5;753.8;755;;73;Ветер
31.07.2012 03:00;21.9;753.6;754.9;;81;Ветер
31.07.2012 00:00;23.8;754;755.3;;77;Ветер
30.07.2012 21:00;27.6;753.8;755.1;;66;Штиль
30.07.2012 18:00;28.7;752.9;754.2;;60;Ветер
30.07.2012 15:00;28.7;753.1;754.4;;57;Ветер
30.07.2012 12:00;29.2;754.1;755.4;;61;Ветер
30.07.2012 09:00;25.7;754;755.3;;69;Ветер
30.07.2012 06:00;22;754.5;755.8;;95;Ветер
30.07.2012 03:00;22.4;754.2;755.5;;95;Ветер
30.07.2012 00:00;27.2;753.1;754.4;;50;Ветер
29.07.2012 21:00;28.8;752.6;753.9;;50;Ветер
29.07.2012 18:00;33.4;751.4;752.7;;35;Ветер
29.07.2012 15:00;31.9;752.7;754;;66;Ветер
29.07.2012 12:00;31;752.8;754.1;;64;Ветер
29.07.2012 09:00;30.1;752.8;754.1;;69;Штиль
29.07.2012 06:00;26.4;752.7;754;;83;Ветер
29.07.2012 03:00;27.4;752.6;753.8;;80;Ветер
29.07.2012 00:00;27.4;752.6;753.8;;80;Ветер
28.07.2012 21:00;29.2;752.6;753.8;;73;Ветер
28.07.2012 18:00;30.4;752.1;753.4;;65;Ветер
28.07.2012 15:00;31.8;752.2;753.5;;63;Ветер
28.07.2012 12:00;29.6;752.6;753.8;;77;Ветер
28.07.2012 09:00;31.2;752.7;754;;65;Ветер
28.07.2012 06:00;26.2;752.6;753.9;;80;Ветер
28.07.2012 03:00;26.7;752.3;753.6;;78;Ветер
